"Date","FXAIX.Open","FXAIX.High","FXAIX.Low","FXAIX.Close","FXAIX.Volume","FXAIX.Adjusted"
2011-05-04,47.7400016784668,47.7400016784668,47.7400016784668,47.7400016784668,0,36.5056381225586
2011-05-05,47.310001373291,47.310001373291,47.310001373291,47.310001373291,0,36.176815032959
2011-05-06,47.5,47.5,47.5,47.5,0,36.3221321105957
2011-05-09,47.7099990844727,47.7099990844727,47.7099990844727,47.7099990844727,0,36.4826965332031
2011-05-10,48.0999984741211,48.0999984741211,48.0999984741211,48.0999984741211,0,36.7809219360352
2011-05-11,47.5900001525879,47.5900001525879,47.5900001525879,47.5900001525879,0,36.3909378051758
2011-05-12,47.8300018310547,47.8300018310547,47.8300018310547,47.8300018310547,0,36.574462890625
2011-05-13,47.439998626709,47.439998626709,47.439998626709,47.439998626709,0,36.2762298583984
2011-05-16,47.1500015258789,47.1500015258789,47.1500015258789,47.1500015258789,0,36.0544815063477
2011-05-17,47.1500015258789,47.1500015258789,47.1500015258789,47.1500015258789,0,36.0544815063477
2011-05-18,47.5699996948242,47.5699996948242,47.5699996948242,47.5699996948242,0,36.3756370544434
2011-05-19,47.6800003051758,47.6800003051758,47.6800003051758,47.6800003051758,0,36.459774017334
2011-05-20,47.310001373291,47.310001373291,47.310001373291,47.310001373291,0,36.176815032959
2011-05-23,46.75,46.75,46.75,46.75,0,35.7486152648926
2011-05-24,46.7099990844727,46.7099990844727,46.7099990844727,46.7099990844727,0,35.7180252075195
2011-05-25,46.8600006103516,46.8600006103516,46.8600006103516,46.8600006103516,0,35.8327217102051
2011-05-26,47.060001373291,47.060001373291,47.060001373291,47.060001373291,0,35.985668182373
2011-05-27,47.2599983215332,47.2599983215332,47.2599983215332,47.2599983215332,0,36.1386184692383
2011-05-31,47.7599983215332,47.7599983215332,47.7599983215332,47.7599983215332,0,36.5209159851074
2011-06-01,46.6800003051758,46.6800003051758,46.6800003051758,46.6800003051758,0,35.6950798034668
2011-06-02,46.6199989318848,46.6199989318848,46.6199989318848,46.6199989318848,0,35.6492080688477
2011-06-03,46.1699981689453,46.1699981689453,46.1699981689453,46.1699981689453,0,35.3050956726074
2011-06-06,45.6800003051758,45.6800003051758,45.6800003051758,45.6800003051758,0,34.9303894042969
2011-06-07,45.6399993896484,45.6399993896484,45.6399993896484,45.6399993896484,0,34.8998260498047
2011-06-08,45.4500007629395,45.4500007629395,45.4500007629395,45.4500007629395,0,34.7545356750488
2011-06-09,45.7900009155273,45.7900009155273,45.7900009155273,45.7900009155273,0,35.0145263671875
2011-06-10,45.1500015258789,45.1500015258789,45.1500015258789,45.1500015258789,0,34.5251197814941
2011-06-13,45.189998626709,45.189998626709,45.189998626709,45.189998626709,0,34.555721282959
2011-06-14,45.7700004577637,45.7700004577637,45.7700004577637,45.7700004577637,0,34.9992370605469
2011-06-15,44.9700012207031,44.9700012207031,44.9700012207031,44.9700012207031,0,34.3874740600586
2011-06-16,45.060001373291,45.060001373291,45.060001373291,45.060001373291,0,34.4563102722168
2011-06-17,45.189998626709,45.189998626709,45.189998626709,45.189998626709,0,34.555721282959
2011-06-20,45.439998626709,45.439998626709,45.439998626709,45.439998626709,0,34.746883392334
2011-06-21,46.0499992370605,46.0499992370605,46.0499992370605,46.0499992370605,0,35.2133407592773
2011-06-22,45.7599983215332,45.7599983215332,45.7599983215332,45.7599983215332,0,34.991569519043
2011-06-23,45.6300010681152,45.6300010681152,45.6300010681152,45.6300010681152,0,34.8921737670898
2011-06-24,45.0900001525879,45.0900001525879,45.0900001525879,45.0900001525879,0,34.4792518615723
2011-06-27,45.5099983215332,45.5099983215332,45.5099983215332,45.5099983215332,0,34.800422668457
2011-06-28,46.1100006103516,46.1100006103516,46.1100006103516,46.1100006103516,0,35.2592086791992
2011-06-29,46.5,46.5,46.5,46.5,0,35.5574264526367
2011-06-30,46.9700012207031,46.9700012207031,46.9700012207031,46.9700012207031,0,35.9168395996094
2011-07-01,47.6500015258789,47.6500015258789,47.6500015258789,47.6500015258789,0,36.436824798584
2011-07-05,47.5900001525879,47.5900001525879,47.5900001525879,47.5900001525879,0,36.3909378051758
2011-07-06,47.6500015258789,47.6500015258789,47.6500015258789,47.6500015258789,0,36.436824798584
2011-07-07,48.1500015258789,48.1500015258789,48.1500015258789,48.1500015258789,0,36.8191604614258
2011-07-08,47.5800018310547,47.5800018310547,47.5800018310547,47.5800018310547,0,36.3832931518555
2011-07-11,46.7200012207031,46.7200012207031,46.7200012207031,46.7200012207031,0,35.7256660461426
2011-07-12,46.5099983215332,46.5099983215332,46.5099983215332,46.5099983215332,0,35.5650901794434
2011-07-13,46.6599998474121,46.6599998474121,46.6599998474121,46.6599998474121,0,35.6797981262207
2011-07-14,46.3499984741211,46.3499984741211,46.3499984741211,46.3499984741211,0,35.442741394043
2011-07-15,46.6100006103516,46.6100006103516,46.6100006103516,46.6100006103516,0,35.641544342041
2011-07-18,46.2299995422363,46.2299995422363,46.2299995422363,46.2299995422363,0,35.3509864807129
2011-07-19,46.9799995422363,46.9799995422363,46.9799995422363,46.9799995422363,0,35.9244842529297
2011-07-20,46.9599990844727,46.9599990844727,46.9599990844727,46.9599990844727,0,35.9091873168945
2011-07-21,47.5999984741211,47.5999984741211,47.5999984741211,47.5999984741211,0,36.3985786437988
2011-07-22,47.6399993896484,47.6399993896484,47.6399993896484,47.6399993896484,0,36.4291763305664
2011-07-25,47.3699989318848,47.3699989318848,47.3699989318848,47.3699989318848,0,36.2227210998535
2011-07-26,47.1800003051758,47.1800003051758,47.1800003051758,47.1800003051758,0,36.0774116516113
2011-07-27,46.2200012207031,46.2200012207031,46.2200012207031,46.2200012207031,0,35.3433456420898
2011-07-28,46.0800018310547,46.0800018310547,46.0800018310547,46.0800018310547,0,35.2362747192383
2011-07-29,45.7799987792969,45.7799987792969,45.7799987792969,45.7799987792969,0,35.0068664550781
2011-08-01,45.5900001525879,45.5900001525879,45.5900001525879,45.5900001525879,0,34.861572265625
2011-08-02,44.4300003051758,44.4300003051758,44.4300003051758,44.4300003051758,0,33.9745483398438
2011-08-03,44.6599998474121,44.6599998474121,44.6599998474121,44.6599998474121,0,34.1504364013672
2011-08-04,42.5299987792969,42.5299987792969,42.5299987792969,42.5299987792969,0,32.5216751098633
2011-08-05,42.5099983215332,42.5099983215332,42.5099983215332,42.5099983215332,0,32.5063858032227
2011-08-08,39.6800003051758,39.6800003051758,39.6800003051758,39.6800003051758,0,30.3423557281494
2011-08-09,41.560001373291,41.560001373291,41.560001373291,41.560001373291,0,31.7799320220947
2011-08-10,39.75,39.75,39.75,39.75,0,30.3958683013916
2011-08-11,41.5900001525879,41.5900001525879,41.5900001525879,41.5900001525879,0,31.8028678894043
2011-08-12,41.810001373291,41.810001373291,41.810001373291,41.810001373291,0,31.9711170196533
2011-08-15,42.7200012207031,42.7200012207031,42.7200012207031,42.7200012207031,0,32.6669731140137
2011-08-16,42.3199996948242,42.3199996948242,42.3199996948242,42.3199996948242,0,32.3610877990723
2011-08-17,42.3699989318848,42.3699989318848,42.3699989318848,42.3699989318848,0,32.3993301391602
2011-08-18,40.4799995422363,40.4799995422363,40.4799995422363,40.4799995422363,0,30.954080581665
2011-08-19,39.8800010681152,39.8800010681152,39.8800010681152,39.8800010681152,0,30.4952812194824
2011-08-22,39.8899993896484,39.8899993896484,39.8899993896484,39.8899993896484,0,30.5029220581055
2011-08-23,41.25,41.25,41.25,41.25,0,31.5429000854492
